Time	Quote	Title of book	Author
22:51	At nine minutes to eleven the door of the house across the road opened. I knelt up in bed and peered out the window. It was Fru Gustavsen; she was walking across the drive with a garbage bag in her hand.	My Struggle: Book 1	Karl Ove Knausgaard
22:52	Now the player's fever was in Rawley's eyes. His face was deadly pale, but his hand threw steadily, calmly, almost negligently, as it might seem. All at once, at eight minutes to eleven, the luck turned in his favour, and his pile mounted again.	Northern Lights	Gilbert Parker
22:53	Every time I was there I saw you sitting at the end of the bar all by yourself, hunched over a cup of coffee. And every night at exactly seven minutes to eleven you threw money on the bar, grabbed your coat, and headed out the door as fast as you were able.	All There Is	Kelly Krieg-Sigman with Dave Isay (ed)
22:54	They had a listing for Ozgard, Ramsey G., in the city. It was 10:54 in Colorado, but the hour might make the call seem more urgent and therefore more credible.	Velocity	Dean Koontz
22:55	'It is eleven o'clock! Eleven o'clock, all but five minutes!'<br>'But which eleven o'clock?'<br>'The eleven o'clock that is to decide life or death!...He told me so just before he went....He is terrible....He is quite mad: he tore off his mask and his yellow eyes shot flames!...'	The Phantom of the Opera	Gaston Leroux
22:56	The watch showed 10.56 p.m. That meant I had been out for twenty minutes. Twenty minutes' sleep. Just a nice doze. In that time I had muffed a mob and lost eight thousand dollars.	Farewell, My Lovely	Raymond Chandler
22:57	There they stopped engines and lay side by side upon the water for a few minutes, perhaps five miles from the fishing fleet, and between them and Douarnenez. At 22.57 they started up main engines and turned to do their stuff.	Most Secret	Nevil Shute
22:58	The reporter descended the steps from the viaduct and entered the brightly lighted station. It was two minutes to eleven when he walked up to the ticket window and introduced himself. The agent on duty handed him his credentials and told him the shortest way to the roundhouse.	The Sky Trail	Graham M. Dean
22:59	I saw their beams bounce and swing, side to side, up and down, and I saw them lead the way north, out through the lot, and then I saw them swing toward me and bounce twice more as the wheels behind them climbed up off the dirt and onto the blacktop. The clock in my head showed one minute to eleven.	The Affair	Lee Child
23:00	The clock struck eleven. I looked at Adele, whose head leant against my shoulder; her eyes were waxing heavy, so I took her up in my arms and carried her off to bed.	Jane Eyre	Charlotte Brontë
23:01	I gazed at him. Then, as it dawned on me that he wasn't joking, I looked at all the little clocks on the kitchen appliances. They all agreed: one minute past eleven.	Dying for Millions	Judith Cutler
23:02	Old Petey rolled in at two minutes past eleven, warmed his hands at the gas-stove, poked disapprovingly at the pretzels on the free-lunch counter, and bawled at Carl: 'Hey, keep away from dat cash-register! Wipe dem goilish tears away, will yuh, Agnes, and bring us a little health-destroyer and a couple matches.'	The Trail of the Hawk	Sinclair Lewis
23:03	The operation had been scheduled for 23.03 hours, as soon as the crab races had begun.	The Night Manager	John le Carré
23:04	He came out of his reverie and noticed on the digital clock that it was already four minutes past eleven. As he began switching channels, he cursed himself, cursed his weakness, and cursed the satanic forces that were loose in this accursed land.	The Lion's Game	Nelson DeMille
23:05	It was five minutes past eleven when I made my last entry. I remember winding up my watch and noting the time. So I have wasted some five hours of the little span still left to us. Who would have believed it possible? But I feel very much fresher, and ready for my fate - or try to persuade myself that I am.	The Poison Belt	Sir Arthur Conan Doyle
23:06	At what time did you arrive at the residence of Edward Norton, Judge Purley? 'At precisely six minutes after eleven.'	The Case of the Sulky Girl	Erle Stanley Gardner
23:07	At 11.07 pm, Samuel 'Gunner' Wilson was moving at 645 miles per hour over the Mojave Desert. Up ahead in the moonlinght, he saw the twin lead jets, their afterburners glowing angrily in the night sky.	The Andromeda Strain	Michael Crichton
23:08	The Lilger's handle smashed into the Argentines skull with such force that the guard's expulsion of breath was as loud as his voice as he fell. David looked at his watch. It was eight minutes past eleven.	Rhineman Exchange	Robert Ludlum
23:09	The time is 11:09 at that point, Powell said to the D.A.'s staff. 'Watch the clock above the model. It's geared to synchronize with the slow motion.' In rapt silence, the legal division studied the scene and jotted notes while the androids reproduced the actions of the fatal Beaumont party.	The Demolished Man	Alfred Bester
23:10	He had not the strength to help himself, and at ten minutes past eleven no one could have helped him, no one in the world	Appointment in Samarra	John O'Hara
23:11	Soon after 11 Blomkvist and his sister arrive in Enskede and at 11:11 he calls the police.'<br>'That seems to be correct, Miss Marple.'	The Girl Who Played With Fire	Stieg Larsson
23:12	There was a confirmatory identification done by undercover officer 6475 at 23:12 hours at the corner of 147th and Amsterdam.	A Naked Singularity	Sergio De La Pava
23:13	There is but one train. It leaves the Haupt Bahnhof at thirteen minutes past eleven.' Madame Rochal hesitated a moment, and then: 'Frau Nisko,' she said, quickly, glancing at her watch, 'I have been given my freedom. I am going out. I do not know when I shall return - '	The Golden Bough	George Gibbs
23:14	'This call came in, and I noticed the time of it,' said Sergeant Mahoney. 'It was fourteen minutes past eleven. The man said that he was Edward Norton, and that he wanted to report a stolen automobile, that a Buick sedan, belonging to him, No. 6754093, with a license number of I2MI834 had been stolen, and that he wanted the car picked up and the driver arrested, no matter who the driver might be.	The Case of the Sulky Girl	Erle Stanley Gardner
23:15	On arriving home at a quarter-past eleven, we found a hansom cab, which had been waiting for me for two hours with a letter. Sarah said she did not know what to do, as we had not left the address where we had gone.	Diary of a Nobody	George & Weedon Grossmith
23:16	The time was 11.16 pm. I tried doubling 2s again, but I couldn't get past 2(15) which was 32,768. So I groaned to make the time pass quicker and not think.	The Curious Incident of the Dog in the Night-time	Mark Haddon
23:17	The minutes seemed hours, and I felt a distinct relief when the watch, which I had held in my hand most of the time, told me it was seventeen minutes past eleven. Only ten minutes before the brake should be put on; and Craddock would require all that time to get his senses about him.	In the Permanent Way	Flora Annie Webster Steel
23:18	But at eighteen minutes past eleven the clock had audibly struck neither the hour nor the quarter. Sir Paul was a man of tact. He said simply: 'I should like a drink, dear old boy.'<br>'The clock's not striking,' said Mr. Prohack, with solemn joy, as the wonderful truth presented itself to him.	Mr. Prohack	Arnold Bennett
23:19	2319! We have a 2319!	Monsters, Inc.	Andrew Stanto & Daniel Gerson 
23:20	Harvey looked at the clock, which marked twenty past eleven. 'Then I'll sleep here till three and catch the four o'clock freight. They let us men from the Fleet ride free as a rule.'	Captains Courageous	Rudyard Kipling
23:21	The Swedish police did not exactly distinguish themselves. Palme was killed at 11.21 p.m., but the order to watch the roads didn't go out until 12.50 and even then the police in patrol cars weren't told what they were looking for, and the airports were not closed until 1.05 a.m.	Neither Here, Nor There	Bill Bryson
23:22	At 11.22 he handed his ticket to a yawning guard and walked down a long flight of wooden steps to the car-park. A breeze lifted and dropped the leaves of a tree, and he thought of the girl with the blonde hair. His bicycle lay where he had left it.	Dreams of Leaving	Rupert Thomson
23:23	By the time the second lock had also admitted defeat with a click, things had still gone without a hitch. Quinten looked at his watch: twenty-three minutes past eleven.	The Discovery of Heaven	Harry Mulisch
23:24	The digital clock on the nightstand read 11:24 P.M. He had been asleep less than an hour. The light that came through the half-open door called to mind the strange glow in the submerged city of his dream.	Your Heart Belongs to Me	Dean Koontz
23:25	'OK, Estelle, I willl be at Nice Airport at 11.25 p.m. on Saturday, BA: Could you send the driver?'	Other People's Money	Justin Cartwright
23:26	Los Angeles. 11:26 p.m. In a dark red room- the color of the walls is close to that of raw liver- is a tall woman dressed cartoonishly in too-tight silk shorts, her breasts pulled up and pressed forward by the yellow blouse tied beneath them.	American Gods	Neil Gaiman
23:27	He tells his old friend the train times and they settle on the 19.45 arriving at 23.27. 'I'll book us into the ultra-luxurious Francis Drake Lodge. Running water in several rooms. Have you got a mobile?'	Other People's Money	Justin Cartwright
